date,trends,collection_name,trends_previous_day,trends_two_days_prior
2022-03-21,0.0,Samurai Saga,0.0,0.0
2022-03-22,0.1,Samurai Saga,0.0,0.0
2022-03-23,0.05,Samurai Saga,0.1,0.0
2022-03-24,0.09,Samurai Saga,0.05,0.1
2022-03-25,0.05,Samurai Saga,0.09,0.05
2022-03-26,0.21,Samurai Saga,0.05,0.09
2022-03-27,0.11,Samurai Saga,0.21,0.05
2022-03-28,0.09,Samurai Saga,0.11,0.21
2022-03-29,0.05,Samurai Saga,0.09,0.11
2022-03-30,0.09,Samurai Saga,0.05,0.09
2022-03-31,0.0,Samurai Saga,0.09,0.05
2022-04-01,0.09,Samurai Saga,0.0,0.09
2022-04-02,0.0,Samurai Saga,0.09,0.0
2022-04-03,0.0,Samurai Saga,0.0,0.09
2022-04-04,0.09,Samurai Saga,0.0,0.0
2022-04-05,0.0,Samurai Saga,0.09,0.0
2022-04-06,0.0,Samurai Saga,0.0,0.09
2022-04-07,0.04,Samurai Saga,0.0,0.0
2022-04-08,0.04,Samurai Saga,0.04,0.0
2022-04-09,0.0,Samurai Saga,0.04,0.04
2022-04-10,0.0,Samurai Saga,0.0,0.04
2021-10-06,0.31,Nft Worlds,0.0,0.0
2021-10-07,0.22,Nft Worlds,0.31,0.0
2021-10-08,0.09,Nft Worlds,0.22,0.31
2021-10-09,0.05,Nft Worlds,0.09,0.22
2021-10-10,0.05,Nft Worlds,0.05,0.09
2021-10-11,0.04,Nft Worlds,0.05,0.05
2021-10-12,0.18,Nft Worlds,0.04,0.05
2021-10-13,0.09,Nft Worlds,0.18,0.04
2021-10-14,0.04,Nft Worlds,0.09,0.18
2021-10-15,0.0,Nft Worlds,0.04,0.09
2021-10-16,0.1,Nft Worlds,0.0,0.04
2021-10-17,0.05,Nft Worlds,0.1,0.0
2021-10-18,0.13,Nft Worlds,0.05,0.1
2021-10-19,0.13,Nft Worlds,0.13,0.05
2021-10-20,0.21,Nft Worlds,0.13,0.13
2021-10-21,0.13,Nft Worlds,0.21,0.13
2021-10-22,0.05,Nft Worlds,0.13,0.21
2021-10-23,0.15,Nft Worlds,0.05,0.13
2021-10-24,0.14,Nft Worlds,0.15,0.05
2021-10-25,0.04,Nft Worlds,0.14,0.15
2021-10-26,0.0,Nft Worlds,0.04,0.14
2021-10-27,0.22,Nft Worlds,0.0,0.04
2021-10-28,0.27,Nft Worlds,0.22,0.0
2021-10-29,0.13,Nft Worlds,0.27,0.22
2021-10-30,0.24,Nft Worlds,0.13,0.27
2021-10-31,0.05,Nft Worlds,0.24,0.13
2021-11-01,0.18,Nft Worlds,0.05,0.24
2021-11-02,0.3,Nft Worlds,0.18,0.05
2021-11-03,0.22,Nft Worlds,0.3,0.18
2021-11-04,0.18,Nft Worlds,0.22,0.3
2021-11-05,0.14,Nft Worlds,0.18,0.22
2021-11-06,0.15,Nft Worlds,0.14,0.18
2021-11-07,0.15,Nft Worlds,0.15,0.14
2021-11-08,0.26,Nft Worlds,0.15,0.15
2021-11-09,0.04,Nft Worlds,0.26,0.15
2021-11-10,0.09,Nft Worlds,0.04,0.26
2021-11-11,0.29,Nft Worlds,0.09,0.04
2021-11-12,0.04,Nft Worlds,0.29,0.09
2021-11-13,0.15,Nft Worlds,0.04,0.29
2021-11-14,0.2,Nft Worlds,0.15,0.04
2021-11-15,0.17,Nft Worlds,0.2,0.15
2021-11-16,0.24,Nft Worlds,0.17,0.2
2021-11-17,0.04,Nft Worlds,0.24,0.17
2021-11-18,0.22,Nft Worlds,0.04,0.24
2021-11-19,0.31,Nft Worlds,0.22,0.04
2021-11-20,0.24,Nft Worlds,0.31,0.22
2021-11-21,0.14,Nft Worlds,0.24,0.31
2021-11-22,0.13,Nft Worlds,0.14,0.24
2021-11-23,0.13,Nft Worlds,0.13,0.14
2021-11-24,0.21,Nft Worlds,0.13,0.13
2021-11-25,0.17,Nft Worlds,0.21,0.13
2021-11-26,0.26,Nft Worlds,0.17,0.21
2021-11-27,0.05,Nft Worlds,0.26,0.17
2021-11-28,0.14,Nft Worlds,0.05,0.26
2021-11-29,0.33,Nft Worlds,0.14,0.05
2021-11-30,0.25,Nft Worlds,0.33,0.14
2021-12-01,0.25,Nft Worlds,0.25,0.33
2021-12-02,0.26,Nft Worlds,0.25,0.25
2021-12-03,0.26,Nft Worlds,0.26,0.25
2021-12-04,0.19,Nft Worlds,0.26,0.26
2021-12-05,0.29,Nft Worlds,0.19,0.26
2021-12-06,0.09,Nft Worlds,0.29,0.19
2021-12-07,0.25,Nft Worlds,0.09,0.29
2021-12-08,0.26,Nft Worlds,0.25,0.09
2021-12-09,0.31,Nft Worlds,0.26,0.25
2021-12-10,0.14,Nft Worlds,0.31,0.26
2021-12-11,0.4,Nft Worlds,0.14,0.31
2021-12-12,0.2,Nft Worlds,0.4,0.14
2021-12-13,0.13,Nft Worlds,0.2,0.4
2021-12-14,0.22,Nft Worlds,0.13,0.2
2021-12-15,0.18,Nft Worlds,0.22,0.13
2021-12-16,0.27,Nft Worlds,0.18,0.22
2021-12-17,0.38,Nft Worlds,0.27,0.18
2021-12-18,0.11,Nft Worlds,0.38,0.27
2021-12-19,0.21,Nft Worlds,0.11,0.38
2021-12-20,0.18,Nft Worlds,0.21,0.11
2021-12-21,0.14,Nft Worlds,0.18,0.21
2021-12-22,0.09,Nft Worlds,0.14,0.18
2021-12-23,0.24,Nft Worlds,0.09,0.14
2021-12-24,0.11,Nft Worlds,0.24,0.09
2021-12-25,0.06,Nft Worlds,0.11,0.24
2021-12-26,0.16,Nft Worlds,0.06,0.11
2021-12-27,0.05,Nft Worlds,0.16,0.06
2021-12-28,0.23,Nft Worlds,0.05,0.16
2021-12-29,0.14,Nft Worlds,0.23,0.05
2021-12-30,0.24,Nft Worlds,0.14,0.23
2021-12-31,0.15,Nft Worlds,0.24,0.14
2022-01-01,0.43,Nft Worlds,0.15,0.24
2022-01-02,0.76,Nft Worlds,0.43,0.15
2022-01-03,0.68,Nft Worlds,0.76,0.43
2022-01-04,0.54,Nft Worlds,0.68,0.76
2022-01-05,0.26,Nft Worlds,0.54,0.68
2022-01-06,0.23,Nft Worlds,0.26,0.54
2022-01-07,0.51,Nft Worlds,0.23,0.26
2022-01-08,0.1,Nft Worlds,0.51,0.23
2022-01-09,0.39,Nft Worlds,0.1,0.51
2022-01-10,0.09,Nft Worlds,0.39,0.1
2022-01-11,0.39,Nft Worlds,0.09,0.39
2022-01-12,0.3,Nft Worlds,0.39,0.09
2022-01-13,0.36,Nft Worlds,0.3,0.39
2022-01-14,0.28,Nft Worlds,0.36,0.3
2022-01-15,0.05,Nft Worlds,0.28,0.36
2022-01-16,0.3,Nft Worlds,0.05,0.28
2022-01-17,0.09,Nft Worlds,0.3,0.05
2022-01-18,0.04,Nft Worlds,0.09,0.3
2022-01-19,0.26,Nft Worlds,0.04,0.09
2022-01-20,0.21,Nft Worlds,0.26,0.04
2022-01-21,0.19,Nft Worlds,0.21,0.26
2022-01-22,0.31,Nft Worlds,0.19,0.21
2022-01-23,0.51,Nft Worlds,0.31,0.19
2022-01-24,0.17,Nft Worlds,0.51,0.31
2022-01-25,0.2,Nft Worlds,0.17,0.51
2022-01-26,0.36,Nft Worlds,0.2,0.17
2022-01-27,0.18,Nft Worlds,0.36,0.2
2022-01-28,0.43,Nft Worlds,0.18,0.36
2022-01-29,0.31,Nft Worlds,0.43,0.18
2022-01-30,0.0,Nft Worlds,0.31,0.43
2022-01-31,0.32,Nft Worlds,0.0,0.31
2022-02-01,0.18,Nft Worlds,0.32,0.0
2022-02-02,0.37,Nft Worlds,0.18,0.32
2022-02-03,0.32,Nft Worlds,0.37,0.18
2022-02-04,0.24,Nft Worlds,0.32,0.37
2022-02-05,0.31,Nft Worlds,0.24,0.32
2022-02-06,0.46,Nft Worlds,0.31,0.24
2022-02-07,0.28,Nft Worlds,0.46,0.31
2022-02-08,0.5,Nft Worlds,0.28,0.46
2022-02-09,0.36,Nft Worlds,0.5,0.28
2022-02-10,0.28,Nft Worlds,0.36,0.5
2022-02-11,0.66,Nft Worlds,0.28,0.36
2022-02-12,0.26,Nft Worlds,0.66,0.28
2022-02-13,0.16,Nft Worlds,0.26,0.66
2022-02-14,0.13,Nft Worlds,0.16,0.26
2022-02-15,0.5,Nft Worlds,0.13,0.16
2022-02-16,0.59,Nft Worlds,0.5,0.13
2022-02-17,0.5,Nft Worlds,0.59,0.5
2022-02-18,0.33,Nft Worlds,0.5,0.59
2022-02-19,1.0,Nft Worlds,0.33,0.5
2022-02-20,0.26,Nft Worlds,1.0,0.33
2022-02-21,0.59,Nft Worlds,0.26,1.0
2022-02-22,0.85,Nft Worlds,0.59,0.26
2022-02-23,0.67,Nft Worlds,0.85,0.59
2022-02-24,0.4,Nft Worlds,0.67,0.85
2022-02-25,0.67,Nft Worlds,0.4,0.67
2022-02-26,0.36,Nft Worlds,0.67,0.4
2022-02-27,0.52,Nft Worlds,0.36,0.67
2022-02-28,0.5,Nft Worlds,0.52,0.36
2022-03-01,0.56,Nft Worlds,0.5,0.52
2022-03-02,0.54,Nft Worlds,0.56,0.5
2022-03-03,0.66,Nft Worlds,0.54,0.56
2022-03-04,0.28,Nft Worlds,0.66,0.54
2022-03-05,0.25,Nft Worlds,0.28,0.66
2022-03-06,0.56,Nft Worlds,0.25,0.28
2022-03-07,0.19,Nft Worlds,0.56,0.25
2022-03-08,0.27,Nft Worlds,0.19,0.56
2022-03-09,0.45,Nft Worlds,0.27,0.19
2022-03-10,0.14,Nft Worlds,0.45,0.27
2022-03-11,0.47,Nft Worlds,0.14,0.45
2022-03-12,0.41,Nft Worlds,0.47,0.14
2022-03-13,0.15,Nft Worlds,0.41,0.47
2022-03-14,0.36,Nft Worlds,0.15,0.41
2022-03-15,0.3,Nft Worlds,0.36,0.15
2022-03-16,0.33,Nft Worlds,0.3,0.36
2022-03-17,0.35,Nft Worlds,0.33,0.3
2022-03-18,0.14,Nft Worlds,0.35,0.33
2022-03-19,0.21,Nft Worlds,0.14,0.35
2022-03-20,0.26,Nft Worlds,0.21,0.14
2022-03-21,0.23,Nft Worlds,0.26,0.21
2022-03-22,0.23,Nft Worlds,0.23,0.26
2022-03-23,0.31,Nft Worlds,0.23,0.23
2022-03-24,0.53,Nft Worlds,0.31,0.23
2022-03-25,0.23,Nft Worlds,0.53,0.31
2022-03-26,0.31,Nft Worlds,0.23,0.53
2022-03-27,0.77,Nft Worlds,0.31,0.23
2022-03-28,0.21,Nft Worlds,0.77,0.31
2022-03-29,0.43,Nft Worlds,0.21,0.77
2022-03-30,0.29,Nft Worlds,0.43,0.21
2022-03-31,0.59,Nft Worlds,0.29,0.43
2022-04-01,0.35,Nft Worlds,0.59,0.29
2022-04-02,0.19,Nft Worlds,0.35,0.59
2022-04-03,0.2,Nft Worlds,0.19,0.35
2022-04-04,0.17,Nft Worlds,0.2,0.19
2022-04-05,0.32,Nft Worlds,0.17,0.2
2022-04-06,0.15,Nft Worlds,0.32,0.17
2022-04-07,0.19,Nft Worlds,0.15,0.32
2022-04-08,0.24,Nft Worlds,0.19,0.15
2022-04-09,0.36,Nft Worlds,0.24,0.19
2022-04-10,0.0,Nft Worlds,0.36,0.24
2022-02-04,0.82,Karafuru,0.0,0.36
2022-02-05,1.0,Karafuru,0.82,0.0
2022-02-06,0.23,Karafuru,1.0,0.82
2022-02-07,0.21,Karafuru,0.23,1.0
2022-02-08,0.18,Karafuru,0.21,0.23
2022-02-09,0.11,Karafuru,0.18,0.21
2022-02-10,0.25,Karafuru,0.11,0.18
2022-02-11,0.4,Karafuru,0.25,0.11
2022-02-12,0.18,Karafuru,0.4,0.25
2022-02-13,0.14,Karafuru,0.18,0.4
2022-02-14,0.11,Karafuru,0.14,0.18
2022-02-15,0.08,Karafuru,0.11,0.14
2022-02-16,0.22,Karafuru,0.08,0.11
2022-02-17,0.11,Karafuru,0.22,0.08
2022-02-18,0.1,Karafuru,0.11,0.22
2022-02-19,0.02,Karafuru,0.1,0.11
2022-02-20,0.09,Karafuru,0.02,0.1
2022-02-21,0.11,Karafuru,0.09,0.02
2022-02-22,0.06,Karafuru,0.11,0.09
2022-02-23,0.06,Karafuru,0.06,0.11
2022-02-24,0.06,Karafuru,0.06,0.06
2022-02-25,0.06,Karafuru,0.06,0.06
2022-02-26,0.04,Karafuru,0.06,0.06
2022-02-27,0.07,Karafuru,0.04,0.06
2022-02-28,0.03,Karafuru,0.07,0.04
2022-03-01,0.06,Karafuru,0.03,0.07
2022-03-02,0.02,Karafuru,0.06,0.03
2022-03-03,0.0,Karafuru,0.02,0.06
2022-03-04,0.03,Karafuru,0.0,0.02
2022-03-05,0.05,Karafuru,0.03,0.0
2022-03-06,0.07,Karafuru,0.05,0.03
2022-03-07,0.06,Karafuru,0.07,0.05
2022-03-08,0.02,Karafuru,0.06,0.07
2022-03-09,0.05,Karafuru,0.02,0.06
2022-03-10,0.06,Karafuru,0.05,0.02
2022-03-11,0.02,Karafuru,0.06,0.05
2022-03-12,0.02,Karafuru,0.02,0.06
2022-03-13,0.05,Karafuru,0.02,0.02
2022-03-14,0.02,Karafuru,0.05,0.02
2022-03-15,0.07,Karafuru,0.02,0.05
2022-03-16,0.03,Karafuru,0.07,0.02
2022-03-17,0.01,Karafuru,0.03,0.07
2022-03-18,0.03,Karafuru,0.01,0.03
2022-03-19,0.02,Karafuru,0.03,0.01
2022-03-20,0.04,Karafuru,0.02,0.03
2022-03-21,0.03,Karafuru,0.04,0.02
2022-03-22,0.03,Karafuru,0.03,0.04
2022-03-23,0.05,Karafuru,0.03,0.03
2022-03-24,0.12,Karafuru,0.05,0.03
2022-03-25,0.12,Karafuru,0.12,0.05
2022-03-26,0.19,Karafuru,0.12,0.12
2022-03-27,0.28,Karafuru,0.19,0.12
2022-03-28,0.15,Karafuru,0.28,0.19
2022-03-29,0.19,Karafuru,0.15,0.28
2022-03-30,0.13,Karafuru,0.19,0.15
2022-03-31,0.13,Karafuru,0.13,0.19
2022-04-01,0.15,Karafuru,0.13,0.13
2022-04-02,0.2,Karafuru,0.15,0.13
2022-04-03,0.2,Karafuru,0.2,0.15
2022-04-04,0.07,Karafuru,0.2,0.2
2022-04-05,0.04,Karafuru,0.07,0.2
2022-04-06,0.03,Karafuru,0.04,0.07
2022-04-07,0.04,Karafuru,0.03,0.04
2022-04-08,0.0,Karafuru,0.04,0.03
2022-04-09,0.02,Karafuru,0.0,0.04
2022-04-10,0.0,Karafuru,0.02,0.0
2021-08-15,0.0,Space Punks Club,0.0,0.02
2021-08-16,0.14,Space Punks Club,0.0,0.0
2021-08-17,0.0,Space Punks Club,0.14,0.0
2021-08-18,0.0,Space Punks Club,0.0,0.14
2021-08-19,0.14,Space Punks Club,0.0,0.0
2021-08-20,0.14,Space Punks Club,0.14,0.0
2021-08-21,0.0,Space Punks Club,0.14,0.14
2021-08-22,0.0,Space Punks Club,0.0,0.14
2021-08-23,0.0,Space Punks Club,0.0,0.0
2021-08-24,0.22,Space Punks Club,0.0,0.0
2021-08-25,1.0,Space Punks Club,0.22,0.0
2021-08-26,0.14,Space Punks Club,1.0,0.22
2021-08-27,0.14,Space Punks Club,0.14,1.0
2021-08-28,0.0,Space Punks Club,0.14,0.14
2021-08-29,0.0,Space Punks Club,0.0,0.14
2021-08-30,0.0,Space Punks Club,0.0,0.0
2021-08-31,0.29,Space Punks Club,0.0,0.0
2021-09-01,0.3,Space Punks Club,0.29,0.0
2021-09-02,0.0,Space Punks Club,0.3,0.29
2021-09-03,0.0,Space Punks Club,0.0,0.3
2021-09-04,0.18,Space Punks Club,0.0,0.0
2021-09-05,0.36,Space Punks Club,0.18,0.0
2021-09-06,0.46,Space Punks Club,0.36,0.18
2021-09-07,0.46,Space Punks Club,0.46,0.36
2021-09-08,0.15,Space Punks Club,0.46,0.46
2021-09-09,0.0,Space Punks Club,0.15,0.46
2021-09-10,0.63,Space Punks Club,0.0,0.15
2021-09-11,0.17,Space Punks Club,0.63,0.0
2021-09-12,0.17,Space Punks Club,0.17,0.63
2021-09-13,0.0,Space Punks Club,0.17,0.17
2021-09-14,0.14,Space Punks Club,0.0,0.17
2021-09-15,0.15,Space Punks Club,0.14,0.0
2021-09-16,0.0,Space Punks Club,0.15,0.14
2021-09-17,0.0,Space Punks Club,0.0,0.15
2021-09-18,0.0,Space Punks Club,0.0,0.0
2021-09-19,0.0,Space Punks Club,0.0,0.0
2021-09-20,0.0,Space Punks Club,0.0,0.0
2021-09-21,0.15,Space Punks Club,0.0,0.0
2021-09-22,0.0,Space Punks Club,0.15,0.0
2021-09-23,0.0,Space Punks Club,0.0,0.15
2021-09-24,0.0,Space Punks Club,0.0,0.0
2021-09-25,0.0,Space Punks Club,0.0,0.0
2021-09-26,0.0,Space Punks Club,0.0,0.0
2021-09-27,0.0,Space Punks Club,0.0,0.0
2021-09-28,0.15,Space Punks Club,0.0,0.0
2021-09-29,0.0,Space Punks Club,0.15,0.0
2021-09-30,0.0,Space Punks Club,0.0,0.15
2021-10-01,0.0,Space Punks Club,0.0,0.0
2021-10-02,0.0,Space Punks Club,0.0,0.0
2021-10-03,0.17,Space Punks Club,0.0,0.0
2021-10-04,0.0,Space Punks Club,0.17,0.0
2021-10-05,0.0,Space Punks Club,0.0,0.17
2021-10-06,0.0,Space Punks Club,0.0,0.0
2021-10-07,0.0,Space Punks Club,0.0,0.0
2021-10-08,0.0,Space Punks Club,0.0,0.0
2021-10-09,0.18,Space Punks Club,0.0,0.0
2021-10-10,0.0,Space Punks Club,0.18,0.0
2021-10-11,0.0,Space Punks Club,0.0,0.18
2021-10-12,0.0,Space Punks Club,0.0,0.0
2021-10-13,0.0,Space Punks Club,0.0,0.0
2021-10-14,0.0,Space Punks Club,0.0,0.0
2021-10-15,0.0,Space Punks Club,0.0,0.0
2021-10-16,0.0,Space Punks Club,0.0,0.0
2021-10-17,0.0,Space Punks Club,0.0,0.0
2021-10-18,0.0,Space Punks Club,0.0,0.0
2021-10-19,0.0,Space Punks Club,0.0,0.0
2021-10-20,0.0,Space Punks Club,0.0,0.0
2021-10-21,0.0,Space Punks Club,0.0,0.0
2021-10-22,0.0,Space Punks Club,0.0,0.0
2021-10-23,0.0,Space Punks Club,0.0,0.0
2021-10-24,0.0,Space Punks Club,0.0,0.0
2021-10-25,0.0,Space Punks Club,0.0,0.0
2021-10-26,0.0,Space Punks Club,0.0,0.0
2021-10-27,0.15,Space Punks Club,0.0,0.0
2021-10-28,0.0,Space Punks Club,0.15,0.0
2021-10-29,0.0,Space Punks Club,0.0,0.15
2021-10-30,0.0,Space Punks Club,0.0,0.0
2021-10-31,0.0,Space Punks Club,0.0,0.0
2021-11-01,0.0,Space Punks Club,0.0,0.0
2021-11-02,0.15,Space Punks Club,0.0,0.0
2021-11-03,0.0,Space Punks Club,0.15,0.0
2021-11-04,0.0,Space Punks Club,0.0,0.15
2021-11-05,0.0,Space Punks Club,0.0,0.0
2021-11-06,0.0,Space Punks Club,0.0,0.0
2021-11-07,0.0,Space Punks Club,0.0,0.0
2021-11-08,0.15,Space Punks Club,0.0,0.0
2021-11-09,0.0,Space Punks Club,0.15,0.0
2021-11-10,0.0,Space Punks Club,0.0,0.15
2021-11-11,0.0,Space Punks Club,0.0,0.0
2021-11-12,0.0,Space Punks Club,0.0,0.0
2021-11-13,0.0,Space Punks Club,0.0,0.0
2021-11-14,0.0,Space Punks Club,0.0,0.0
2021-11-15,0.0,Space Punks Club,0.0,0.0
2021-11-16,0.0,Space Punks Club,0.0,0.0
2021-11-17,0.0,Space Punks Club,0.0,0.0
2021-11-18,0.0,Space Punks Club,0.0,0.0
2021-11-19,0.0,Space Punks Club,0.0,0.0
2021-11-20,0.0,Space Punks Club,0.0,0.0
2021-11-21,0.0,Space Punks Club,0.0,0.0
2021-11-22,0.0,Space Punks Club,0.0,0.0
2021-11-23,0.0,Space Punks Club,0.0,0.0
2021-11-24,0.0,Space Punks Club,0.0,0.0
2021-11-25,0.0,Space Punks Club,0.0,0.0
2021-11-26,0.0,Space Punks Club,0.0,0.0
2021-11-27,0.0,Space Punks Club,0.0,0.0
2021-11-28,0.0,Space Punks Club,0.0,0.0
2021-11-29,0.0,Space Punks Club,0.0,0.0
2021-11-30,0.0,Space Punks Club,0.0,0.0
2021-12-01,0.0,Space Punks Club,0.0,0.0
2021-12-02,0.0,Space Punks Club,0.0,0.0
2021-12-03,0.0,Space Punks Club,0.0,0.0
2021-12-04,0.0,Space Punks Club,0.0,0.0
2021-12-05,0.0,Space Punks Club,0.0,0.0
2021-12-06,0.0,Space Punks Club,0.0,0.0
2021-12-07,0.0,Space Punks Club,0.0,0.0
2021-12-08,0.0,Space Punks Club,0.0,0.0
2021-12-09,0.0,Space Punks Club,0.0,0.0
2021-12-10,0.0,Space Punks Club,0.0,0.0
2021-12-11,0.0,Space Punks Club,0.0,0.0
2021-12-12,0.0,Space Punks Club,0.0,0.0
2021-12-13,0.0,Space Punks Club,0.0,0.0
2021-12-14,0.0,Space Punks Club,0.0,0.0
2021-12-15,0.0,Space Punks Club,0.0,0.0
2021-12-16,0.0,Space Punks Club,0.0,0.0
2021-12-17,0.0,Space Punks Club,0.0,0.0
2021-12-18,0.0,Space Punks Club,0.0,0.0
2021-12-19,0.0,Space Punks Club,0.0,0.0
2021-12-20,0.0,Space Punks Club,0.0,0.0
2021-12-21,0.0,Space Punks Club,0.0,0.0
2021-12-22,0.0,Space Punks Club,0.0,0.0
2021-12-23,0.0,Space Punks Club,0.0,0.0
2021-12-24,0.0,Space Punks Club,0.0,0.0
2021-12-25,0.0,Space Punks Club,0.0,0.0
2021-12-26,0.19,Space Punks Club,0.0,0.0
2021-12-27,0.0,Space Punks Club,0.19,0.0
2021-12-28,0.0,Space Punks Club,0.0,0.19
2021-12-29,0.0,Space Punks Club,0.0,0.0
2021-12-30,0.0,Space Punks Club,0.0,0.0
2021-12-31,0.0,Space Punks Club,0.0,0.0
2022-01-01,0.0,Space Punks Club,0.0,0.0
2022-01-02,0.0,Space Punks Club,0.0,0.0
2022-01-03,0.0,Space Punks Club,0.0,0.0
2022-01-04,0.0,Space Punks Club,0.0,0.0
2022-01-05,0.0,Space Punks Club,0.0,0.0
2022-01-06,0.0,Space Punks Club,0.0,0.0
2022-01-07,0.0,Space Punks Club,0.0,0.0
2022-01-08,0.0,Space Punks Club,0.0,0.0
2022-01-09,0.0,Space Punks Club,0.0,0.0
2022-01-10,0.0,Space Punks Club,0.0,0.0
2022-01-11,0.0,Space Punks Club,0.0,0.0
2022-01-12,0.0,Space Punks Club,0.0,0.0
2022-01-13,0.0,Space Punks Club,0.0,0.0
2022-01-14,0.0,Space Punks Club,0.0,0.0
2022-01-15,0.0,Space Punks Club,0.0,0.0
2022-01-16,0.0,Space Punks Club,0.0,0.0
2022-01-17,0.0,Space Punks Club,0.0,0.0
2022-01-18,0.0,Space Punks Club,0.0,0.0
2022-01-19,0.0,Space Punks Club,0.0,0.0
2022-01-20,0.0,Space Punks Club,0.0,0.0
2022-01-21,0.0,Space Punks Club,0.0,0.0
2022-01-22,0.0,Space Punks Club,0.0,0.0
2022-01-23,0.0,Space Punks Club,0.0,0.0
2022-01-24,0.0,Space Punks Club,0.0,0.0
2022-01-25,0.0,Space Punks Club,0.0,0.0
2022-01-26,0.0,Space Punks Club,0.0,0.0
2022-01-27,0.0,Space Punks Club,0.0,0.0
2022-01-28,0.0,Space Punks Club,0.0,0.0
2022-01-29,0.0,Space Punks Club,0.0,0.0
2022-01-30,0.0,Space Punks Club,0.0,0.0
2022-01-31,0.0,Space Punks Club,0.0,0.0
2022-02-01,0.0,Space Punks Club,0.0,0.0
2022-02-02,0.0,Space Punks Club,0.0,0.0
2022-02-03,0.0,Space Punks Club,0.0,0.0
2022-02-04,0.0,Space Punks Club,0.0,0.0
2022-02-05,0.0,Space Punks Club,0.0,0.0
2022-02-06,0.0,Space Punks Club,0.0,0.0
2022-02-07,0.0,Space Punks Club,0.0,0.0
2022-02-08,0.0,Space Punks Club,0.0,0.0
2022-02-09,0.16,Space Punks Club,0.0,0.0
2022-02-10,0.0,Space Punks Club,0.16,0.0
2022-02-11,0.0,Space Punks Club,0.0,0.16
2022-02-12,0.0,Space Punks Club,0.0,0.0
2022-02-13,0.0,Space Punks Club,0.0,0.0
2022-02-14,0.0,Space Punks Club,0.0,0.0
2022-02-15,0.0,Space Punks Club,0.0,0.0
2022-02-16,0.0,Space Punks Club,0.0,0.0
2022-02-17,0.0,Space Punks Club,0.0,0.0
2022-02-18,0.0,Space Punks Club,0.0,0.0
2022-02-19,0.0,Space Punks Club,0.0,0.0
2022-02-20,0.0,Space Punks Club,0.0,0.0
2022-02-21,0.0,Space Punks Club,0.0,0.0
2022-02-22,0.0,Space Punks Club,0.0,0.0
2022-02-23,0.0,Space Punks Club,0.0,0.0
2022-02-24,0.0,Space Punks Club,0.0,0.0
2022-02-25,0.0,Space Punks Club,0.0,0.0
2022-02-26,0.18,Space Punks Club,0.0,0.0
2022-02-27,0.0,Space Punks Club,0.18,0.0
2022-02-28,0.0,Space Punks Club,0.0,0.18
2022-03-01,0.0,Space Punks Club,0.0,0.0
2022-03-02,0.0,Space Punks Club,0.0,0.0
2022-03-03,0.0,Space Punks Club,0.0,0.0
2022-03-04,0.0,Space Punks Club,0.0,0.0
2022-03-05,0.0,Space Punks Club,0.0,0.0
2022-03-06,0.0,Space Punks Club,0.0,0.0
2022-03-07,0.0,Space Punks Club,0.0,0.0
2022-03-08,0.0,Space Punks Club,0.0,0.0
2022-03-09,0.0,Space Punks Club,0.0,0.0
2022-03-10,0.0,Space Punks Club,0.0,0.0
2022-03-11,0.0,Space Punks Club,0.0,0.0
2022-03-12,0.0,Space Punks Club,0.0,0.0
2022-03-13,0.0,Space Punks Club,0.0,0.0
2022-03-14,0.0,Space Punks Club,0.0,0.0
2022-03-15,0.0,Space Punks Club,0.0,0.0
2022-03-16,0.0,Space Punks Club,0.0,0.0
2022-03-17,0.0,Space Punks Club,0.0,0.0
2022-03-18,0.0,Space Punks Club,0.0,0.0
2022-03-19,0.0,Space Punks Club,0.0,0.0
2022-03-20,0.0,Space Punks Club,0.0,0.0
2022-03-21,0.0,Space Punks Club,0.0,0.0
2022-03-22,0.0,Space Punks Club,0.0,0.0
2022-03-23,0.0,Space Punks Club,0.0,0.0
2022-03-24,0.0,Space Punks Club,0.0,0.0
2022-03-25,0.0,Space Punks Club,0.0,0.0
2022-03-26,0.0,Space Punks Club,0.0,0.0
2022-03-27,0.0,Space Punks Club,0.0,0.0
2022-03-28,0.0,Space Punks Club,0.0,0.0
2022-03-29,0.0,Space Punks Club,0.0,0.0
2022-03-30,0.0,Space Punks Club,0.0,0.0
2022-03-31,0.0,Space Punks Club,0.0,0.0
2022-04-01,0.0,Space Punks Club,0.0,0.0
2022-04-02,0.0,Space Punks Club,0.0,0.0
2022-04-03,0.0,Space Punks Club,0.0,0.0
2022-04-04,0.0,Space Punks Club,0.0,0.0
2022-04-05,0.0,Space Punks Club,0.0,0.0
2022-04-06,0.0,Space Punks Club,0.0,0.0
2022-04-07,0.0,Space Punks Club,0.0,0.0
2022-04-08,0.0,Space Punks Club,0.0,0.0
2022-04-09,0.0,Space Punks Club,0.0,0.0
2022-04-10,0.0,Space Punks Club,0.0,0.0
2021-09-04,0.0,Piggy Sol Gang,0.0,0.0
2021-09-05,0.0,Piggy Sol Gang,0.0,0.0
2021-09-06,0.0,Piggy Sol Gang,0.0,0.0
2021-09-07,0.34,Piggy Sol Gang,0.0,0.0
2021-09-08,0.0,Piggy Sol Gang,0.34,0.0
2021-09-09,0.34,Piggy Sol Gang,0.0,0.34
2021-09-10,0.0,Piggy Sol Gang,0.34,0.0
2021-09-11,0.0,Piggy Sol Gang,0.0,0.34
