"DateTime","Sales (USD)"
"2022-01-30 00:00:00",1313.35
"2022-01-31 00:00:00",1126.99
"2022-02-01 00:00:00",302.58
"2022-02-02 00:00:00",1197.69
"2022-02-03 00:00:00",370.91
"2022-02-04 00:00:00",99.11
"2022-02-05 00:00:00",527.67
"2022-02-06 00:00:00",615.04
"2022-02-07 00:00:00",1028.37
"2022-02-08 00:00:00",668.73
"2022-02-09 00:00:00",567.1
"2022-02-10 00:00:00",1547.54
"2022-02-11 00:00:00",77666.69
"2022-02-12 00:00:00",413.88
"2022-02-13 00:00:00",739.02
"2022-02-14 00:00:00",1393.51
"2022-02-15 00:00:00",383.1
"2022-02-16 00:00:00",536.15
"2022-02-17 00:00:00",443.04
"2022-02-18 00:00:00",960.8
"2022-02-19 00:00:00",428.34
"2022-02-20 00:00:00",564.52
"2022-02-21 00:00:00",176.07
"2022-02-22 00:00:00",334.32
"2022-02-23 00:00:00",482.05
"2022-02-24 00:00:00",473.37
"2022-02-25 00:00:00",1250.23
"2022-02-26 00:00:00",739.19
"2022-02-27 00:00:00",316.1
"2022-02-28 00:00:00",306.99
"2022-03-01 00:00:00",293.64
